"Trial","X1.Second.Residency","X1.Minute.Residency","X5.Minute.Residency","X1.Hour.Visits..1.Second.","X1.Hour.Visits..1.Minute.","X1.Hour.Visits..5.Minutes.","X1.Hour.Total.Time..1.Second.","X1.Hour.Total.Time..1.Minute.","X1.Hour.Total.Time..5.Minutes.","X2.Hour.Visits..1.Second.","X2.Hour.Visits..1.Minute.","X2.Hour.Visits..5.Minutes.","X2.Hour.Total.Time..1.Second.","X2.Hour.Total.Time..1.Minute.","X2.Hour.Total.Time..5.Minutes.","Half.Hour.Visits..1.Second.","Half.Hour.Visits..1.Minute.","Half.Hour.Visits..5.Minutes.","Half.Hour.Total.Time..1.Second.","Half.Hour.Total.Time..1.Minute.","Half.Hour.Total.Time..5.Minutes."
392,1,0.783483691880638,0.799307958477509,1,1,1,86401,67740,69300,1,1,1,86401,67740,69300,1,1,1,86401,67740,69300
393,0.782004837906969,0.526717557251908,0.508650519031142,3,3,3,67566,45540,44100,2,2,2,67566,45540,44100,3,4,5,67566,45540,44100
394,1,0.926439972241499,0.916955017301038,1,1,1,86401,80100,79500,1,1,1,86401,80100,79500,1,1,1,86401,80100,79500
395,1,0.806384455239417,0.782006920415225,1,1,1,86401,69720,67800,1,1,1,86401,69720,67800,1,1,1,86401,69720,67800
396,0.886957326882791,0.54823039555864,0.543252595155709,1,1,1,76634,47400,47100,1,1,1,76634,47400,47100,1,1,3,76634,47400,47100
397,0.484137915070427,0.358084663428175,0.346020761245675,1,1,1,41830,30960,30000,1,1,1,41830,30960,30000,1,1,1,41830,30960,30000
398,0.965255031770466,0.651630811936155,0.619377162629758,1,1,1,83399,56340,53700,1,1,1,83399,56340,53700,1,1,3,83399,56340,53700
399,1,0.85912560721721,0.868512110726644,1,1,1,86401,74280,75300,1,1,1,86401,74280,75300,1,1,1,86401,74280,75300
400,1,0.768910478834143,0.785467128027682,1,1,1,86401,66480,68100,1,1,1,86401,66480,68100,1,1,1,86401,66480,68100
401,1,0.972241498959056,0.972318339100346,1,1,1,86401,84060,84300,1,1,1,86401,84060,84300,1,1,1,86401,84060,84300
402,0.835140796981516,0.523941707147814,0.536332179930796,1,1,1,72157,45300,46500,1,1,1,72157,45300,46500,1,1,2,72157,45300,46500
403,0.87754771356813,0.701596113809854,0.72318339100346,1,1,1,75821,60660,62700,1,1,1,75821,60660,62700,1,1,1,75821,60660,62700
404,1,0.859819569743234,0.820069204152249,1,1,1,86401,74340,71100,1,1,1,86401,74340,71100,1,1,2,86401,74340,71100
405,1,0.975017349063151,0.975778546712803,1,1,1,86401,84300,84600,1,1,1,86401,84300,84600,1,1,1,86401,84300,84600
406,1,0.863289382373352,0.84083044982699,1,1,1,86401,74640,72900,1,1,1,86401,74640,72900,1,1,1,86401,74640,72900
407,0.604553188041805,0.433032616238723,0.418685121107266,3,2,1,52234,37440,36300,2,1,1,52234,37440,36300,3,2,1,52234,37440,36300
408,0.594796356523651,0.366412213740458,0.401384083044983,4,2,3,51391,31680,34800,1,2,2,51391,31680,34800,5,4,5,51391,31680,34800
409,1,0.741845940319223,0.73356401384083,1,1,1,86401,64140,63600,1,1,1,86401,64140,63600,1,1,1,86401,64140,63600
410,0.993958403259222,0.789035392088827,0.785467128027682,1,1,1,85879,68220,68100,1,1,1,85879,68220,68100,1,1,2,85879,68220,68100
411,1,0.904233171408744,0.916955017301038,1,1,1,86401,78180,79500,1,1,1,86401,78180,79500,1,1,1,86401,78180,79500
412,1,0.979875086745316,0.993079584775087,1,1,1,86401,84720,86100,1,1,1,86401,84720,86100,1,1,1,86401,84720,86100
413,1,0.781401804302568,0.785467128027682,1,1,1,86401,67560,68100,1,1,1,86401,67560,68100,1,1,1,86401,67560,68100
414,1,0.998612074947953,1,1,1,1,86401,86340,86700,1,1,1,86401,86340,86700,1,1,1,86401,86340,86700
415,1,0.997918112421929,0.996539792387543,1,1,1,86401,86280,86400,1,1,1,86401,86280,86400,1,1,1,86401,86280,86400
416,1,0.884802220680083,0.892733564013841,1,1,1,86401,76500,77400,1,1,1,86401,76500,77400,1,1,1,86401,76500,77400
417,1,0.993060374739764,0.98961937716263,1,1,1,86401,85860,85800,1,1,1,86401,85860,85800,1,1,1,86401,85860,85800
418,0.674019976620641,0.54059680777238,0.522491349480969,1,2,2,58236,46740,45300,1,1,2,58236,46740,45300,4,3,4,58236,46740,45300
419,1,0.862595419847328,0.854671280276817,1,1,1,86401,74580,74100,1,1,1,86401,74580,74100,1,1,2,86401,74580,74100
420,0.705362206455944,0.477446217904233,0.494809688581315,2,2,2,60944,41280,42900,1,1,2,60944,41280,42900,2,3,4,60944,41280,42900
421,1,0.970853573907009,0.958477508650519,1,1,1,86401,83940,83100,1,1,1,86401,83940,83100,1,1,1,86401,83940,83100
422,1,0.980569049271339,0.982698961937716,1,1,1,86401,84780,85200,1,1,1,86401,84780,85200,1,1,1,86401,84780,85200
423,1,0.944482997918112,0.941176470588235,1,1,1,86401,81660,81600,1,1,1,86401,81660,81600,1,1,1,86401,81660,81600
424,0.868739945139524,0.774462179042332,0.757785467128028,1,1,1,75060,66960,65700,1,1,1,75060,66960,65700,1,1,2,75060,66960,65700
425,0.994953762109235,0.665510062456627,0.619377162629758,1,1,1,85965,57540,53700,1,1,1,85965,57540,53700,1,1,3,85965,57540,53700
426,1,0.99028452463567,0.97923875432526,1,1,1,86401,85620,84900,1,1,1,86401,85620,84900,1,1,1,86401,85620,84900
427,0.310783440006481,0.210270645385149,0.221453287197232,1,1,1,26852,18180,19200,1,1,1,26852,18180,19200,1,1,1,26852,18180,19200
428,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
429,1,0.86675919500347,0.892733564013841,1,1,1,86401,74940,77400,1,1,1,86401,74940,77400,1,1,1,86401,74940,77400
430,1,0.916030534351145,0.906574394463668,1,1,1,86401,79200,78600,1,1,1,86401,79200,78600,1,1,1,86401,79200,78600
431,0.221409474427379,0.151283830673144,0.131487889273356,2,2,2,19130,13080,11400,1,2,2,19130,13080,11400,2,3,2,19130,13080,11400
432,0.96170183215472,0.736294240111034,0.761245674740484,1,1,1,83092,63660,66000,1,1,1,83092,63660,66000,1,1,1,83092,63660,66000
433,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
434,1,0.856349757113116,0.837370242214533,1,1,1,86401,74040,72600,1,1,1,86401,74040,72600,1,1,1,86401,74040,72600
435,1,0.85912560721721,0.85121107266436,1,1,1,86401,74280,73800,1,1,1,86401,74280,73800,1,1,1,86401,74280,73800
436,1,0.856349757113116,0.86159169550173,1,1,1,86401,74040,74700,1,1,1,86401,74040,74700,1,1,1,86401,74040,74700
437,0.997719933797063,0.626648160999306,0.664359861591695,1,1,1,86204,54180,57600,1,1,1,86204,54180,57600,1,1,3,86204,54180,57600
438,1,0.943789035392089,0.958477508650519,1,1,1,86401,81600,83100,1,1,1,86401,81600,83100,1,1,1,86401,81600,83100
439,1,0.897987508674532,0.882352941176471,1,1,1,86401,77640,76500,1,1,1,86401,77640,76500,1,1,1,86401,77640,76500
440,1,0.95558639833449,0.958477508650519,1,1,1,86401,82620,83100,1,1,1,86401,82620,83100,1,1,1,86401,82620,83100
441,1,0.882720333102012,0.854671280276817,1,1,1,86401,76320,74100,1,1,1,86401,76320,74100,1,1,1,86401,76320,74100
442,0.876806981400678,0.604441360166551,0.629757785467128,1,1,1,75757,52260,54600,1,1,1,75757,52260,54600,2,3,5,75757,52260,54600
443,1,0.907009021512838,0.910034602076125,1,1,1,86401,78420,78900,1,1,1,86401,78420,78900,1,1,1,86401,78420,78900
444,1,0.97293546148508,0.958477508650519,1,1,1,86401,84120,83100,1,1,1,86401,84120,83100,1,1,1,86401,84120,83100
445,1,0.809854267869535,0.813148788927336,1,1,1,86401,70020,70500,1,1,1,86401,70020,70500,1,1,1,86401,70020,70500
446,0.71465608036944,0.501734906315059,0.532871972318339,4,4,3,61747,43380,46200,2,2,3,61747,43380,46200,4,4,4,61747,43380,46200
447,0.995474589414474,0.697432338653713,0.688581314878893,1,1,1,86010,60300,59700,1,1,1,86010,60300,59700,1,1,4,86010,60300,59700
448,1,0.959056210964608,0.975778546712803,1,1,1,86401,82920,84600,1,1,1,86401,82920,84600,1,1,1,86401,82920,84600
449,0.888739713660721,0.492713393476752,0.522491349480969,1,3,3,76788,42600,45300,1,1,1,76788,42600,45300,3,3,4,76788,42600,45300
450,1,0.875086745315753,0.875432525951557,1,1,1,86401,75660,75900,1,1,1,86401,75660,75900,1,1,1,86401,75660,75900
451,0.999386581173829,0.659264399722415,0.636678200692042,1,1,1,86348,57000,55200,1,1,1,86348,57000,55200,1,1,1,86348,57000,55200
452,1,0.712005551700208,0.70242214532872,1,1,1,86401,61560,60900,1,1,1,86401,61560,60900,1,1,2,86401,61560,60900
453,1,0.877862595419847,0.875432525951557,1,1,1,86401,75900,75900,1,1,1,86401,75900,75900,1,1,1,86401,75900,75900
454,0.975035011168852,0.621790423317141,0.588235294117647,1,1,1,84244,53760,51000,1,1,1,84244,53760,51000,1,1,3,84244,53760,51000
455,0.998055578060439,0.678001387925052,0.626297577854671,1,1,1,86233,58620,54300,1,1,1,86233,58620,54300,1,1,3,86233,58620,54300
456,0.999560190275576,0.853573907009021,0.86159169550173,1,1,1,86363,73800,74700,1,1,1,86363,73800,74700,1,1,1,86363,73800,74700
457,1,0.975017349063151,0.97923875432526,1,1,1,86401,84300,84900,1,1,1,86401,84300,84900,1,1,1,86401,84300,84900
458,1,0.993754337265788,0.97923875432526,1,1,1,86401,85920,84900,1,1,1,86401,85920,84900,1,1,1,86401,85920,84900
459,1,0.780707841776544,0.799307958477509,1,1,1,86401,67500,69300,1,1,1,86401,67500,69300,1,1,1,86401,67500,69300
460,1,0.818875780707842,0.806228373702422,1,1,1,86401,70800,69900,1,1,1,86401,70800,69900,1,1,1,86401,70800,69900
461,1,0.717557251908397,0.730103806228374,1,1,1,86401,62040,63300,1,1,1,86401,62040,63300,1,1,1,86401,62040,63300
462,1,0.744621790423317,0.737024221453287,1,1,1,86401,64380,63900,1,1,1,86401,64380,63900,1,1,2,86401,64380,63900
463,1,0.977793199167245,0.968858131487889,1,1,1,86401,84540,84000,1,1,1,86401,84540,84000,1,1,1,86401,84540,84000
464,1,0.8147120055517,0.792387543252595,1,1,1,86401,70440,68700,1,1,1,86401,70440,68700,1,1,1,86401,70440,68700
465,0.492517447714725,0.296321998612075,0.290657439446367,3,3,3,42554,25620,25200,2,2,2,42554,25620,25200,4,5,5,42554,25620,25200
466,0.935648892952628,0.734906315058987,0.754325259515571,1,1,1,80841,63540,65400,1,1,1,80841,63540,65400,1,2,2,80841,63540,65400
467,1,0.973629424011103,0.97923875432526,1,1,1,86401,84180,84900,1,1,1,86401,84180,84900,1,1,1,86401,84180,84900
468,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
469,0.662723811067002,0.471200555170021,0.477508650519031,3,3,3,57260,40740,41400,1,1,2,57260,40740,41400,4,4,3,57260,40740,41400
470,1,0.875086745315753,0.882352941176471,1,1,1,86401,75660,76500,1,1,1,86401,75660,76500,1,1,1,86401,75660,76500
471,0.96670177428502,0.865371269951423,0.889273356401384,1,1,1,83524,74820,77100,1,1,1,83524,74820,77100,2,2,2,83524,74820,77100
472,0.96916702352982,0.696044413601665,0.681660899653979,1,1,1,83737,60180,59100,1,1,1,83737,60180,59100,1,2,3,83737,60180,59100
473,1,0.873004857737682,0.878892733564014,1,1,1,86401,75480,76200,1,1,1,86401,75480,76200,1,1,1,86401,75480,76200
474,0.95491950324649,0.69882026370576,0.667820069204152,1,1,1,82506,60420,57900,1,1,1,82506,60420,57900,1,1,3,82506,60420,57900
475,0.764944850175345,0.538514920194309,0.543252595155709,2,2,2,66092,46560,47100,2,2,2,66092,46560,47100,2,2,2,66092,46560,47100
476,1,0.90353920888272,0.899653979238754,1,1,1,86401,78120,78000,1,1,1,86401,78120,78000,1,1,1,86401,78120,78000
477,0.890718857420632,0.551700208188758,0.567474048442907,1,2,1,76959,47700,49200,1,1,1,76959,47700,49200,2,3,2,76959,47700,49200
478,1,0.840388619014573,0.868512110726644,1,1,1,86401,72660,75300,1,1,1,86401,72660,75300,1,1,1,86401,72660,75300
479,1,0.975711311589174,0.982698961937716,1,1,1,86401,84360,85200,1,1,1,86401,84360,85200,1,1,1,86401,84360,85200
480,0.564993460723834,0.426786953504511,0.401384083044983,3,3,2,48816,36900,34800,2,2,2,48816,36900,34800,3,3,2,48816,36900,34800
481,0.998449092024398,0.730048577376822,0.740484429065744,1,1,1,86267,63120,64200,1,1,1,86267,63120,64200,1,1,1,86267,63120,64200
482,1,0.919500346981263,0.930795847750865,1,1,1,86401,79500,80700,1,1,1,86401,79500,80700,1,1,1,86401,79500,80700
483,0.926007800835638,0.573213046495489,0.570934256055363,1,1,1,80008,49560,49500,1,1,1,80008,49560,49500,1,1,8,80008,49560,49500
484,0.865985347391813,0.568355308813324,0.588235294117647,1,1,3,74822,49140,51000,1,1,1,74822,49140,51000,1,2,4,74822,49140,51000
485,1,0.891047883414296,0.899653979238754,1,1,1,86401,77040,78000,1,1,1,86401,77040,78000,1,1,1,86401,77040,78000
486,0.757502806680478,0.517002081887578,0.480968858131488,1,1,2,65449,44700,41700,1,1,1,65449,44700,41700,3,3,2,65449,44700,41700
487,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
488,0.948808462865013,0.749479528105482,0.70242214532872,1,1,2,81978,64800,60900,1,1,1,81978,64800,60900,2,2,3,81978,64800,60900
489,1,0.997918112421929,1,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700
490,1,0.811936155447606,0.84083044982699,1,1,1,86401,70200,72900,1,1,1,86401,70200,72900,1,1,2,86401,70200,72900
491,1,0.875086745315753,0.858131487889273,1,1,1,86401,75660,74400,1,1,1,86401,75660,74400,1,1,1,86401,75660,74400
492,1,0.715475364330326,0.73356401384083,1,1,1,86401,61860,63600,1,1,1,86401,61860,63600,1,1,1,86401,61860,63600
493,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
494,1,0.807772380291464,0.785467128027682,1,1,1,86401,69840,68100,1,1,1,86401,69840,68100,1,1,1,86401,69840,68100
495,1,0.773768216516308,0.757785467128028,1,1,1,86401,66900,65700,1,1,1,86401,66900,65700,1,1,1,86401,66900,65700
496,1,0.931297709923664,0.930795847750865,1,1,1,86401,80520,80700,1,1,1,86401,80520,80700,1,1,1,86401,80520,80700
497,1,0.98265093684941,0.958477508650519,1,1,1,86401,84960,83100,1,1,1,86401,84960,83100,1,1,1,86401,84960,83100
498,1,0.917418459403192,0.923875432525952,1,1,1,86401,79320,80100,1,1,1,86401,79320,80100,1,1,1,86401,79320,80100
499,1,0.881332408049965,0.885813148788927,1,1,1,86401,76200,76800,1,1,1,86401,76200,76800,1,1,1,86401,76200,76800
500,0.762687931852641,0.431644691186676,0.456747404844291,1,1,2,65897,37320,39600,1,1,1,65897,37320,39600,2,2,2,65897,37320,39600
501,1,0.988896599583623,0.996539792387543,1,1,1,86401,85500,86400,1,1,1,86401,85500,86400,1,1,1,86401,85500,86400
502,0.941377993310263,0.613462873004858,0.598615916955017,1,2,2,81336,53040,51900,1,1,1,81336,53040,51900,2,2,3,81336,53040,51900
503,0.56770176271108,0.371963913948647,0.346020761245675,2,2,2,49050,32160,30000,2,2,2,49050,32160,30000,2,3,3,49050,32160,30000
504,0.233816738232196,0.156141568355309,0.1280276816609,1,1,2,20202,13500,11100,1,1,1,20202,13500,11100,3,2,2,20202,13500,11100
505,1,0.920194309507287,0.937716262975779,1,1,1,86401,79560,81300,1,1,1,86401,79560,81300,1,1,1,86401,79560,81300
506,1,0.680777238029146,0.695501730103806,1,1,1,86401,58860,60300,1,1,1,86401,58860,60300,1,1,1,86401,58860,60300
507,1,0.703678001387925,0.671280276816609,1,1,1,86401,60840,58200,1,1,1,86401,60840,58200,1,1,1,86401,60840,58200
508,0.861517806506869,0.757807078417765,0.764705882352941,1,1,1,74436,65520,66300,1,1,1,74436,65520,66300,1,1,2,74436,65520,66300
509,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
510,0.820384023333063,0.464260929909785,0.456747404844291,1,1,2,70882,40140,39600,1,1,1,70882,40140,39600,3,5,8,70882,40140,39600
511,1,0.988202637057599,0.982698961937716,1,1,1,86401,85440,85200,1,1,1,86401,85440,85200,1,1,1,86401,85440,85200
512,1,0.985426786953504,0.97923875432526,1,1,1,86401,85200,84900,1,1,1,86401,85200,84900,1,1,1,86401,85200,84900
513,0.731299406256872,0.536433032616239,0.557093425605536,2,2,2,63185,46380,48300,2,2,2,63185,46380,48300,3,2,2,63185,46380,48300
514,0.998379648383699,0.687022900763359,0.726643598615917,1,1,1,86261,59400,63000,1,1,1,86261,59400,63000,1,1,1,86261,59400,63000
515,1,0.994448299791811,0.996539792387543,1,1,1,86401,85980,86400,1,1,1,86401,85980,86400,1,1,1,86401,85980,86400
516,0.870614923438386,0.584316446911867,0.55363321799308,2,2,2,75222,50520,48000,1,1,2,75222,50520,48000,2,3,2,75222,50520,48000
517,1,0.985426786953504,0.982698961937716,1,1,1,86401,85200,85200,1,1,1,86401,85200,85200,1,1,1,86401,85200,85200
518,1,0.76058292852186,0.778546712802768,1,1,1,86401,65760,67500,1,1,1,86401,65760,67500,1,1,1,86401,65760,67500
519,1,0.981956974323387,0.97923875432526,1,1,1,86401,84900,84900,1,1,1,86401,84900,84900,1,1,1,86401,84900,84900
520,1,0.997918112421929,1,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700,1,1,1,86401,86280,86700
521,1,0.961832061068702,0.965397923875433,1,1,1,86401,83160,83700,1,1,1,86401,83160,83700,1,1,1,86401,83160,83700
522,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
523,1,0.891741845940319,0.910034602076125,1,1,1,86401,77100,78900,1,1,1,86401,77100,78900,1,1,1,86401,77100,78900
524,0.99931713753313,0.808466342817488,0.806228373702422,1,1,1,86342,69900,69900,1,1,1,86342,69900,69900,1,1,1,86342,69900,69900
525,1,0.936849410131853,0.937716262975779,1,1,1,86401,81000,81300,1,1,1,86401,81000,81300,1,1,1,86401,81000,81300
526,0.901459473848682,0.795975017349063,0.782006920415225,1,1,1,77887,68820,67800,1,1,1,77887,68820,67800,1,1,1,77887,68820,67800
527,1,0.803608605135323,0.782006920415225,1,1,1,86401,69480,67800,1,1,1,86401,69480,67800,1,1,1,86401,69480,67800
528,1,0.986814712005552,0.982698961937716,1,1,1,86401,85320,85200,1,1,1,86401,85320,85200,1,1,1,86401,85320,85200
529,0.988368190182984,0.756419153365718,0.782006920415225,1,1,1,85396,65400,67800,1,1,1,85396,65400,67800,1,1,2,85396,65400,67800
530,0.618453490121642,0.455933379597502,0.463667820069204,1,1,1,53435,39420,40200,1,1,1,53435,39420,40200,1,1,1,53435,39420,40200
531,1,0.848716169326856,0.858131487889273,1,1,1,86401,73380,74400,1,1,1,86401,73380,74400,1,1,1,86401,73380,74400
532,0.977905348317728,0.793199167244969,0.799307958477509,1,1,1,84492,68580,69300,1,1,1,84492,68580,69300,1,1,2,84492,68580,69300
533,1,0.886190145732131,0.903114186851211,1,1,1,86401,76620,78300,1,1,1,86401,76620,78300,1,1,1,86401,76620,78300
534,1,0.695350451075642,0.667820069204152,1,1,1,86401,60120,57900,1,1,1,86401,60120,57900,1,1,3,86401,60120,57900
535,1,0.99236641221374,0.98961937716263,1,1,1,86401,85800,85800,1,1,1,86401,85800,85800,1,1,1,86401,85800,85800
536,0.930023958056041,0.705065926439972,0.716262975778547,1,1,1,80355,60960,62100,1,1,1,80355,60960,62100,2,1,2,80355,60960,62100
537,1,0.92088827203331,0.934256055363322,1,1,1,86401,79620,81000,1,1,1,86401,79620,81000,1,1,1,86401,79620,81000
538,0.705524241617574,0.469812630117974,0.491349480968858,1,1,1,60958,40620,42600,1,1,1,60958,40620,42600,1,1,2,60958,40620,42600
539,0.84457355817641,0.554476058292852,0.588235294117647,2,2,3,72972,47940,51000,1,1,1,72972,47940,51000,2,3,5,72972,47940,51000
540,1,0.916724496877169,0.913494809688581,1,1,1,86401,79260,79200,1,1,1,86401,79260,79200,1,1,1,86401,79260,79200
541,0.757676415782225,0.60999306037474,0.626297577854671,2,2,3,65464,52740,54300,2,2,2,65464,52740,54300,4,5,4,65464,52740,54300
542,1,0.994448299791811,0.996539792387543,1,1,1,86401,85980,86400,1,1,1,86401,85980,86400,1,1,1,86401,85980,86400
543,1,0.832755031228314,0.86159169550173,1,1,1,86401,72000,74700,1,1,1,86401,72000,74700,1,1,1,86401,72000,74700
544,1,0.999306037473976,1,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700
545,0.991064918230113,0.775156141568355,0.775086505190311,1,1,1,85629,67020,67200,1,1,1,85629,67020,67200,1,1,1,85629,67020,67200
546,0.518998622701126,0.292158223455933,0.342560553633218,2,2,1,44842,25260,29700,2,2,1,44842,25260,29700,2,2,2,44842,25260,29700
547,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
548,0.613881783775651,0.474670367800139,0.463667820069204,2,2,1,53040,41040,40200,1,2,1,53040,41040,40200,2,2,1,53040,41040,40200
549,0.972210969780442,0.590562109646079,0.577854671280277,1,1,1,84000,51060,50100,1,1,1,84000,51060,50100,2,2,4,84000,51060,50100
550,1,0.905621096460791,0.913494809688581,1,1,1,86401,78300,79200,1,1,1,86401,78300,79200,1,1,1,86401,78300,79200
551,1,0.960444136016655,0.923875432525952,1,1,1,86401,83040,80100,1,1,1,86401,83040,80100,1,1,1,86401,83040,80100
552,0.636393097302115,0.410131852879944,0.408304498269896,1,1,2,54985,35460,35400,1,1,1,54985,35460,35400,2,2,5,54985,35460,35400
553,0.810835522737005,0.589868147120056,0.605536332179931,1,1,1,70057,51000,52500,1,1,1,70057,51000,52500,1,1,2,70057,51000,52500
554,1,0.868841082581541,0.892733564013841,1,1,1,86401,75120,77400,1,1,1,86401,75120,77400,1,1,1,86401,75120,77400
555,1,0.899375433726579,0.882352941176471,1,1,1,86401,77760,76500,1,1,1,86401,77760,76500,1,1,1,86401,77760,76500
556,1,0.873698820263706,0.899653979238754,1,1,1,86401,75540,78000,1,1,1,86401,75540,78000,1,1,1,86401,75540,78000
557,0.995914399138899,0.558639833448994,0.532871972318339,1,1,1,86048,48300,46200,1,1,1,86048,48300,46200,1,1,4,86048,48300,46200
558,1,0.863289382373352,0.885813148788927,1,1,1,86401,74640,76800,1,1,1,86401,74640,76800,1,1,1,86401,74640,76800
559,1,0.783483691880638,0.816608996539792,1,1,1,86401,67740,70800,1,1,1,86401,67740,70800,1,1,1,86401,67740,70800
560,0.982268723741623,0.808466342817488,0.813148788927336,1,1,1,84869,69900,70500,1,1,1,84869,69900,70500,1,1,1,84869,69900,70500
561,1,0.991672449687717,0.993079584775087,1,1,1,86401,85740,86100,1,1,1,86401,85740,86100,1,1,1,86401,85740,86100
562,1,0.979181124219292,0.986159169550173,1,1,1,86401,84660,85500,1,1,1,86401,84660,85500,1,1,1,86401,84660,85500
563,0.785511741762248,0.609299097848716,0.591695501730104,1,1,1,67869,52680,51300,1,1,1,67869,52680,51300,1,1,1,67869,52680,51300
564,0.743093251235518,0.498959056210965,0.498269896193772,2,2,2,64204,43140,43200,2,2,2,64204,43140,43200,2,3,5,64204,43140,43200
565,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
566,1,0.926439972241499,0.916955017301038,1,1,1,86401,80100,79500,1,1,1,86401,80100,79500,1,1,1,86401,80100,79500
567,1,0.891047883414296,0.878892733564014,1,1,1,86401,77040,76200,1,1,1,86401,77040,76200,1,1,1,86401,77040,76200
568,1,0.959750173490632,0.941176470588235,1,1,1,86401,82980,81600,1,1,1,86401,82980,81600,1,1,1,86401,82980,81600
569,1,0.793893129770992,0.837370242214533,1,1,1,86401,68640,72600,1,1,1,86401,68640,72600,1,1,1,86401,68640,72600
570,1,0.957668285912561,0.972318339100346,1,1,1,86401,82800,84300,1,1,1,86401,82800,84300,1,1,1,86401,82800,84300
571,0.881587018668765,0.571825121443442,0.57439446366782,2,2,3,76170,49440,49800,1,1,1,76170,49440,49800,2,3,3,76170,49440,49800
572,1,0.907009021512838,0.937716262975779,1,1,1,86401,78420,81300,1,1,1,86401,78420,81300,1,1,1,86401,78420,81300
573,1,0.863289382373352,0.854671280276817,1,1,1,86401,74640,74100,1,1,1,86401,74640,74100,1,1,1,86401,74640,74100
574,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
575,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
576,1,0.956974323386537,0.944636678200692,1,1,1,86401,82740,81900,1,1,1,86401,82740,81900,1,1,1,86401,82740,81900
577,1,0.976405274115198,0.972318339100346,1,1,1,86401,84420,84300,1,1,1,86401,84420,84300,1,1,1,86401,84420,84300
578,0.999976852119767,0.857737682165163,0.826989619377163,1,1,1,86399,74160,71700,1,1,1,86399,74160,71700,1,1,2,86399,74160,71700
579,1,0.935461485079806,0.937716262975779,1,1,1,86401,80880,81300,1,1,1,86401,80880,81300,1,1,1,86401,80880,81300
580,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
581,0.912917674563952,0.650242886884108,0.653979238754325,2,2,2,78877,56220,56700,1,1,1,78877,56220,56700,2,2,4,78877,56220,56700
582,1,0.773074253990285,0.788927335640138,1,1,1,86401,66840,68400,1,1,1,86401,66840,68400,1,1,2,86401,66840,68400
583,1,0.791117279666898,0.806228373702422,1,1,1,86401,68400,69900,1,1,1,86401,68400,69900,1,1,1,86401,68400,69900
584,0.998229187162186,0.669673837612769,0.671280276816609,1,1,1,86248,57900,58200,1,1,1,86248,57900,58200,1,1,2,86248,57900,58200
585,1,0.907009021512838,0.923875432525952,1,1,1,86401,78420,80100,1,1,1,86401,78420,80100,1,1,1,86401,78420,80100
586,0.954977372947072,0.693268563497571,0.674740484429066,1,1,1,82511,59940,58500,1,1,1,82511,59940,58500,1,1,1,82511,59940,58500
587,1,0.990978487161693,0.993079584775087,1,1,1,86401,85680,86100,1,1,1,86401,85680,86100,1,1,1,86401,85680,86100
588,0.934468351060752,0.701596113809854,0.730103806228374,1,1,1,80739,60660,63300,1,1,1,80739,60660,63300,1,2,4,80739,60660,63300
589,1,0.985426786953504,0.982698961937716,1,1,1,86401,85200,85200,1,1,1,86401,85200,85200,1,1,1,86401,85200,85200
590,1,0.77029840388619,0.813148788927336,1,1,1,86401,66600,70500,1,1,1,86401,66600,70500,1,1,1,86401,66600,70500
591,0.61226143215935,0.506592643997224,0.512110726643599,2,2,2,52900,43800,44400,2,2,2,52900,43800,44400,3,3,4,52900,43800,44400
592,1,0.979181124219292,0.97923875432526,1,1,1,86401,84660,84900,1,1,1,86401,84660,84900,1,1,1,86401,84660,84900
593,1,0.995142262317835,1,1,1,1,86401,86040,86700,1,1,1,86401,86040,86700,1,1,1,86401,86040,86700
594,1,0.897987508674532,0.86159169550173,1,1,1,86401,77640,74700,1,1,1,86401,77640,74700,1,1,2,86401,77640,74700
595,0.975451673013044,0.650936849410132,0.653979238754325,1,1,1,84280,56280,56700,1,1,1,84280,56280,56700,1,1,1,84280,56280,56700
596,0.995243110612146,0.726578764746704,0.73356401384083,1,1,1,85990,62820,63600,1,1,1,85990,62820,63600,1,1,2,85990,62820,63600
