"Trial","X1.Second.Residency","X1.Minute.Residency","X5.Minute.Residency","X1.Hour.Visits..1.Second.","X1.Hour.Visits..1.Minute.","X1.Hour.Visits..5.Minutes.","X1.Hour.Total.Time..1.Second.","X1.Hour.Total.Time..1.Minute.","X1.Hour.Total.Time..5.Minutes.","X2.Hour.Visits..1.Second.","X2.Hour.Visits..1.Minute.","X2.Hour.Visits..5.Minutes.","X2.Hour.Total.Time..1.Second.","X2.Hour.Total.Time..1.Minute.","X2.Hour.Total.Time..5.Minutes.","Half.Hour.Visits..1.Second.","Half.Hour.Visits..1.Minute.","Half.Hour.Visits..5.Minutes.","Half.Hour.Total.Time..1.Second.","Half.Hour.Total.Time..1.Minute.","Half.Hour.Total.Time..5.Minutes."
801,1,0.773768216516308,0.750865051903114,1,1,1,86401,66900,65100,1,1,1,86401,66900,65100,1,1,1,86401,66900,65100
802,0.806032337588685,0.741845940319223,0.761245674740484,2,2,2,69642,64140,66000,1,1,1,69642,64140,66000,2,2,2,69642,64140,66000
803,1,0.782789729354615,0.764705882352941,1,1,1,86401,67680,66300,1,1,1,86401,67680,66300,1,1,1,86401,67680,66300
804,1,0.829285218598196,0.802768166089965,1,1,1,86401,71700,69600,1,1,1,86401,71700,69600,1,1,1,86401,71700,69600
805,0.490457286374,0.294240111034004,0.339100346020761,3,2,3,42376,25440,29400,2,2,2,42376,25440,29400,3,6,6,42376,25440,29400
806,1,0.929215822345593,0.951557093425606,1,1,1,86401,80340,82500,1,1,1,86401,80340,82500,1,1,1,86401,80340,82500
807,1,0.74323386537127,0.761245674740484,1,1,1,86401,64260,66000,1,1,1,86401,64260,66000,1,1,1,86401,64260,66000
808,1,0.828591256072172,0.795847750865052,1,1,1,86401,71640,69000,1,1,1,86401,71640,69000,1,1,2,86401,71640,69000
809,0.575861390493166,0.393476752255378,0.404844290657439,2,2,2,49755,34020,35100,2,2,2,49755,34020,35100,2,3,4,49755,34020,35100
810,1,0.802220680083276,0.806228373702422,1,1,1,86401,69360,69900,1,1,1,86401,69360,69900,1,1,1,86401,69360,69900
811,0.850939225240449,0.645385149201943,0.629757785467128,1,2,2,73522,55800,54600,1,1,1,73522,55800,54600,2,2,5,73522,55800,54600
812,1,0.968771686328938,0.961937716262976,1,1,1,86401,83760,83400,1,1,1,86401,83760,83400,1,1,1,86401,83760,83400
813,1,0.996530187369882,1,1,1,1,86401,86160,86700,1,1,1,86401,86160,86700,1,1,1,86401,86160,86700
814,1,0.952810548230396,0.958477508650519,1,1,1,86401,82380,83100,1,1,1,86401,82380,83100,1,1,1,86401,82380,83100
815,1,0.913254684247051,0.927335640138408,1,1,1,86401,78960,80400,1,1,1,86401,78960,80400,1,1,1,86401,78960,80400
816,0.90107753382484,0.559333795975017,0.501730103806228,2,2,2,77854,48360,43500,1,1,1,77854,48360,43500,2,2,4,77854,48360,43500
817,1,0.889659958362248,0.896193771626298,1,1,1,86401,76920,77700,1,1,1,86401,76920,77700,1,1,1,86401,76920,77700
818,0.707248758694923,0.487855655794587,0.480968858131488,2,2,3,61107,42180,41700,2,2,2,61107,42180,41700,3,4,6,61107,42180,41700
819,0.813960486568442,0.590562109646079,0.619377162629758,2,2,2,70327,51060,53700,2,2,2,70327,51060,53700,2,3,3,70327,51060,53700
820,1,0.837612768910479,0.823529411764706,1,1,1,86401,72420,71400,1,1,1,86401,72420,71400,1,1,1,86401,72420,71400
821,1,0.800832755031228,0.775086505190311,1,1,1,86401,69240,67200,1,1,1,86401,69240,67200,1,1,1,86401,69240,67200
822,0.96319487042974,0.816099930603747,0.775086505190311,1,1,1,83221,70560,67200,1,1,1,83221,70560,67200,2,2,2,83221,70560,67200
823,1,0.885496183206107,0.882352941176471,1,1,1,86401,76560,76500,1,1,1,86401,76560,76500,1,1,1,86401,76560,76500
824,0.837733359567598,0.532269257460097,0.56401384083045,2,2,2,72381,46020,48900,2,2,2,72381,46020,48900,2,2,2,72381,46020,48900
825,1,0.943789035392089,0.903114186851211,1,1,1,86401,81600,78300,1,1,1,86401,81600,78300,1,1,1,86401,81600,78300
826,0.714262566405481,0.4323386537127,0.418685121107266,3,3,3,61713,37380,36300,2,2,3,61713,37380,36300,3,3,5,61713,37380,36300
827,1,0.952116585704372,0.972318339100346,1,1,1,86401,82320,84300,1,1,1,86401,82320,84300,1,1,1,86401,82320,84300
828,0.997777803497645,0.843164469118668,0.875432525951557,1,1,1,86209,72900,75900,1,1,1,86209,72900,75900,1,1,1,86209,72900,75900
829,1,0.818181818181818,0.792387543252595,1,1,1,86401,70740,68700,1,1,1,86401,70740,68700,1,1,1,86401,70740,68700
830,0.988807999907409,0.662734212352533,0.657439446366782,1,1,1,85434,57300,57000,1,1,1,85434,57300,57000,1,1,4,85434,57300,57000
831,1,0.8764746703678,0.875432525951557,1,1,1,86401,75780,75900,1,1,1,86401,75780,75900,1,1,1,86401,75780,75900
832,1,0.998612074947953,1,1,1,1,86401,86340,86700,1,1,1,86401,86340,86700,1,1,1,86401,86340,86700
833,0.75210935058622,0.594031922276197,0.581314878892734,1,1,1,64983,51360,50400,1,1,1,64983,51360,50400,1,1,2,64983,51360,50400
834,0.678614830846865,0.532963219986121,0.536332179930796,2,2,2,58633,46080,46500,2,2,2,58633,46080,46500,3,4,3,58633,46080,46500
835,1,0.891047883414296,0.906574394463668,1,1,1,86401,77040,78600,1,1,1,86401,77040,78600,1,1,1,86401,77040,78600
836,1,0.843858431644691,0.830449826989619,1,1,1,86401,72960,72000,1,1,1,86401,72960,72000,1,1,1,86401,72960,72000
837,0.999918982419185,0.697432338653713,0.716262975778547,1,1,1,86394,60300,62100,1,1,1,86394,60300,62100,1,1,1,86394,60300,62100
838,1,0.957668285912561,0.961937716262976,1,1,1,86401,82800,83400,1,1,1,86401,82800,83400,1,1,1,86401,82800,83400
839,1,0.861207494795281,0.85121107266436,1,1,1,86401,74460,73800,1,1,1,86401,74460,73800,1,1,2,86401,74460,73800
840,0.688811472089443,0.439278278972935,0.394463667820069,3,3,3,59514,37980,34200,2,2,2,59514,37980,34200,5,4,6,59514,37980,34200
841,0.99785882107846,0.757113115891742,0.73356401384083,1,1,1,86216,65460,63600,1,1,1,86216,65460,63600,1,1,2,86216,65460,63600
842,0.99568292033657,0.688410825815406,0.671280276816609,1,1,1,86028,59520,58200,1,1,1,86028,59520,58200,1,1,2,86028,59520,58200
843,0.814330852652168,0.643303261623872,0.636678200692042,1,1,1,70359,55620,55200,1,1,1,70359,55620,55200,1,1,1,70359,55620,55200
844,0.961597666693673,0.818875780707842,0.816608996539792,1,2,1,83083,70800,70800,1,1,1,83083,70800,70800,2,2,2,83083,70800,70800
845,1,0.859819569743234,0.858131487889273,1,1,1,86401,74340,74400,1,1,1,86401,74340,74400,1,1,1,86401,74340,74400
846,1,0.98265093684941,0.986159169550173,1,1,1,86401,84960,85500,1,1,1,86401,84960,85500,1,1,1,86401,84960,85500
847,1,0.987508674531575,0.98961937716263,1,1,1,86401,85380,85800,1,1,1,86401,85380,85800,1,1,1,86401,85380,85800
848,0.961586092753556,0.773074253990285,0.802768166089965,1,1,1,83082,66840,69600,1,1,1,83082,66840,69600,1,1,1,83082,66840,69600
849,1,0.993754337265788,0.982698961937716,1,1,1,86401,85920,85200,1,1,1,86401,85920,85200,1,1,1,86401,85920,85200
850,1,0.827897293546148,0.816608996539792,1,1,1,86401,71580,70800,1,1,1,86401,71580,70800,1,1,1,86401,71580,70800
851,1,0.881332408049965,0.889273356401384,1,1,1,86401,76200,77100,1,1,1,86401,76200,77100,1,1,1,86401,76200,77100
852,1,0.935461485079806,0.927335640138408,1,1,1,86401,80880,80400,1,1,1,86401,80880,80400,1,1,1,86401,80880,80400
853,1,0.962526023594726,0.965397923875433,1,1,1,86401,83220,83700,1,1,1,86401,83220,83700,1,1,1,86401,83220,83700
854,0.953646369833682,0.762664816099931,0.740484429065744,2,2,2,82396,65940,64200,1,1,1,82396,65940,64200,2,2,2,82396,65940,64200
855,0.946678857883589,0.68147120055517,0.664359861591695,1,1,1,81794,58920,57600,1,1,1,81794,58920,57600,1,1,4,81794,58920,57600
856,1,0.952810548230396,0.937716262975779,1,1,1,86401,82380,81300,1,1,1,86401,82380,81300,1,1,1,86401,82380,81300
857,1,0.86675919500347,0.85121107266436,1,1,1,86401,74940,73800,1,1,1,86401,74940,73800,1,1,1,86401,74940,73800
858,0.931679031492691,0.759888965995836,0.775086505190311,1,1,1,80498,65700,67200,1,1,1,80498,65700,67200,2,2,3,80498,65700,67200
859,1,0.95558639833449,0.944636678200692,1,1,1,86401,82620,81900,1,1,1,86401,82620,81900,1,1,1,86401,82620,81900
860,0.993437575953982,0.885496183206107,0.858131487889273,1,1,1,85834,76560,74400,1,1,1,85834,76560,74400,1,1,2,85834,76560,74400
861,1,0.854961832061069,0.875432525951557,1,1,1,86401,73920,75900,1,1,1,86401,73920,75900,1,1,1,86401,73920,75900
862,1,0.997224149895906,0.993079584775087,1,1,1,86401,86220,86100,1,1,1,86401,86220,86100,1,1,1,86401,86220,86100
863,0.506429323734679,0.392088827203331,0.404844290657439,1,1,1,43756,33900,35100,1,1,1,43756,33900,35100,1,1,1,43756,33900,35100
864,1,0.981263011797363,0.965397923875433,1,1,1,86401,84840,83700,1,1,1,86401,84840,83700,1,1,1,86401,84840,83700
865,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
866,0.733822525202255,0.487855655794587,0.508650519031142,1,1,1,63403,42180,44100,1,1,1,63403,42180,44100,1,1,1,63403,42180,44100
867,0.958495850742468,0.640527411519778,0.633217993079585,1,1,2,82815,55380,54900,1,1,1,82815,55380,54900,2,2,3,82815,55380,54900
868,1,0.889659958362248,0.878892733564014,1,1,1,86401,76920,76200,1,1,1,86401,76920,76200,1,1,2,86401,76920,76200
869,1,0.703678001387925,0.688581314878893,1,1,1,86401,60840,59700,1,1,1,86401,60840,59700,1,1,1,86401,60840,59700
870,1,0.867453157529493,0.84083044982699,1,1,1,86401,75000,72900,1,1,1,86401,75000,72900,1,1,1,86401,75000,72900
871,1,0.922970159611381,0.934256055363322,1,1,1,86401,79800,81000,1,1,1,86401,79800,81000,1,1,1,86401,79800,81000
872,1,0.984038861901457,0.986159169550173,1,1,1,86401,85080,85500,1,1,1,86401,85080,85500,1,1,1,86401,85080,85500
873,0.945440446291131,0.788341429562804,0.792387543252595,2,2,2,81687,68160,68700,1,1,1,81687,68160,68700,2,2,2,81687,68160,68700
874,1,0.963913948646773,0.968858131487889,1,1,1,86401,83340,84000,1,1,1,86401,83340,84000,1,1,1,86401,83340,84000
875,0.71647318896772,0.528799444829979,0.532871972318339,4,4,3,61904,45720,46200,3,3,3,61904,45720,46200,4,4,3,61904,45720,46200
876,1,0.991672449687717,0.986159169550173,1,1,1,86401,85740,85500,1,1,1,86401,85740,85500,1,1,1,86401,85740,85500
877,0.663302508072823,0.505204718945177,0.512110726643599,2,1,1,57310,43680,44400,1,1,1,57310,43680,44400,2,1,1,57310,43680,44400
878,0.464230738070161,0.369882026370576,0.380622837370242,2,2,2,40110,31980,33000,1,1,1,40110,31980,33000,4,4,3,40110,31980,33000
879,0.992129720720825,0.747397640527412,0.761245674740484,1,1,1,85721,64620,66000,1,1,1,85721,64620,66000,1,1,1,85721,64620,66000
880,1,0.96530187369882,0.958477508650519,1,1,1,86401,83460,83100,1,1,1,86401,83460,83100,1,1,1,86401,83460,83100
881,0.556035231073714,0.334489937543373,0.349480968858132,3,3,2,48042,28920,30300,2,2,1,48042,28920,30300,3,6,4,48042,28920,30300
882,1,0.766828591256072,0.768166089965398,1,1,1,86401,66300,66600,1,1,1,86401,66300,66600,1,1,2,86401,66300,66600
883,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
884,0.978588210784597,0.721721027064539,0.737024221453287,1,1,1,84551,62400,63900,1,1,1,84551,62400,63900,1,2,3,84551,62400,63900
885,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
886,1,0.969465648854962,0.948096885813149,1,1,1,86401,83820,82200,1,1,1,86401,83820,82200,1,1,1,86401,83820,82200
887,1,0.810548230395559,0.844290657439446,1,1,1,86401,70080,73200,1,1,1,86401,70080,73200,1,1,1,86401,70080,73200
888,0.703105288133239,0.624566273421235,0.629757785467128,2,2,2,60749,54000,54600,2,2,2,60749,54000,54600,2,2,2,60749,54000,54600
889,1,0.956280360860513,0.937716262975779,1,1,1,86401,82680,81300,1,1,1,86401,82680,81300,1,1,1,86401,82680,81300
890,1,0.963913948646773,0.968858131487889,1,1,1,86401,83340,84000,1,1,1,86401,83340,84000,1,1,1,86401,83340,84000
891,1,0.999306037473976,1,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700,1,1,1,86401,86400,86700
892,1,0.634975711311589,0.626297577854671,1,1,1,86401,54900,54300,1,1,1,86401,54900,54300,1,1,3,86401,54900,54300
893,0.958322241640722,0.758501040943789,0.73356401384083,1,1,1,82800,65580,63600,1,1,1,82800,65580,63600,1,1,5,82800,65580,63600
894,1,0.921582234559334,0.923875432525952,1,1,1,86401,79680,80100,1,1,1,86401,79680,80100,1,1,1,86401,79680,80100
895,1,0.977099236641221,0.975778546712803,1,1,1,86401,84480,84600,1,1,1,86401,84480,84600,1,1,1,86401,84480,84600
896,0.988044119859724,0.690492713393477,0.705882352941177,1,1,1,85368,59700,61200,1,1,1,85368,59700,61200,1,1,2,85368,59700,61200
897,0.52359347692735,0.390700902151284,0.387543252595156,1,1,1,45239,33780,33600,1,1,1,45239,33780,33600,1,1,1,45239,33780,33600
898,1,0.923664122137405,0.889273356401384,1,1,1,86401,79860,77100,1,1,1,86401,79860,77100,1,1,1,86401,79860,77100
899,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
900,0.841818960428699,0.54823039555864,0.498269896193772,2,2,2,72734,47400,43200,2,2,2,72734,47400,43200,3,3,4,72734,47400,43200
901,1,0.923664122137405,0.934256055363322,1,1,1,86401,79860,81000,1,1,1,86401,79860,81000,1,1,1,86401,79860,81000
902,1,0.975711311589174,0.986159169550173,1,1,1,86401,84360,85500,1,1,1,86401,84360,85500,1,1,1,86401,84360,85500
903,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
904,1,0.993060374739764,0.98961937716263,1,1,1,86401,85860,85800,1,1,1,86401,85860,85800,1,1,1,86401,85860,85800
905,0.581173829006609,0.464954892435808,0.470588235294118,1,1,1,50214,40200,40800,1,1,1,50214,40200,40800,2,1,1,50214,40200,40800
906,1,0.979181124219292,0.968858131487889,1,1,1,86401,84660,84000,1,1,1,86401,84660,84000,1,1,1,86401,84660,84000
907,0.695802131919769,0.566967383761277,0.557093425605536,2,1,1,60118,49020,48300,2,1,1,60118,49020,48300,2,1,1,60118,49020,48300
908,1,0.999306037473976,0.996539792387543,1,1,1,86401,86400,86400,1,1,1,86401,86400,86400,1,1,1,86401,86400,86400
909,0.56669482992095,0.412907702984039,0.42560553633218,2,2,2,48963,35700,36900,1,1,1,48963,35700,36900,2,2,2,48963,35700,36900
910,1,0.997918112421929,0.996539792387543,1,1,1,86401,86280,86400,1,1,1,86401,86280,86400,1,1,1,86401,86280,86400
911,1,0.941707147814018,0.941176470588235,1,1,1,86401,81420,81600,1,1,1,86401,81420,81600,1,1,1,86401,81420,81600
912,1,0.929215822345593,0.934256055363322,1,1,1,86401,80340,81000,1,1,1,86401,80340,81000,1,1,1,86401,80340,81000
913,1,0.864677307425399,0.885813148788927,1,1,1,86401,74760,76800,1,1,1,86401,74760,76800,1,1,1,86401,74760,76800
914,0.826217289151746,0.63705759888966,0.647058823529412,2,2,3,71386,55080,56100,2,2,2,71386,55080,56100,2,3,4,71386,55080,56100
915,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
916,0.612863277045405,0.443442054129077,0.449826989619377,3,3,3,52952,38340,39000,3,3,3,52952,38340,39000,4,3,3,52952,38340,39000
917,1,0.994448299791811,0.982698961937716,1,1,1,86401,85980,85200,1,1,1,86401,85980,85200,1,1,1,86401,85980,85200
918,0.999131954491267,0.66412213740458,0.615916955017301,1,1,1,86326,57420,53400,1,1,1,86326,57420,53400,1,1,3,86326,57420,53400
919,1,0.680083275503123,0.688581314878893,1,1,1,86401,58800,59700,1,1,1,86401,58800,59700,1,1,2,86401,58800,59700
920,1,0.873698820263706,0.889273356401384,1,1,1,86401,75540,77100,1,1,1,86401,75540,77100,1,1,1,86401,75540,77100
921,0.97283596254673,0.711311589174185,0.681660899653979,1,1,1,84054,61500,59100,1,1,1,84054,61500,59100,2,2,3,84054,61500,59100
922,0.56818786819597,0.458709229701596,0.439446366782007,3,3,2,49092,39660,38100,2,3,2,49092,39660,38100,3,3,2,49092,39660,38100
923,1,0.683553088133241,0.698961937716263,1,1,1,86401,59100,60600,1,1,1,86401,59100,60600,1,1,1,86401,59100,60600
924,1,0.945176960444136,0.958477508650519,1,1,1,86401,81720,83100,1,1,1,86401,81720,83100,1,1,1,86401,81720,83100
925,0.946181178458583,0.566967383761277,0.598615916955017,1,1,1,81751,49020,51900,1,1,1,81751,49020,51900,1,1,4,81751,49020,51900
926,1,0.848022206800833,0.847750865051903,1,1,1,86401,73320,73500,1,1,1,86401,73320,73500,1,1,1,86401,73320,73500
927,0.804111063529357,0.507286606523248,0.525951557093426,2,2,3,69476,43860,45600,2,2,2,69476,43860,45600,3,3,4,69476,43860,45600
928,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
929,0.768764250413768,0.625260235947259,0.619377162629758,2,2,2,66422,54060,53700,1,1,1,66422,54060,53700,2,3,3,66422,54060,53700
930,0.943183527968426,0.662040249826509,0.653979238754325,1,1,1,81492,57240,56700,1,1,1,81492,57240,56700,2,2,2,81492,57240,56700
931,1,0.758501040943789,0.764705882352941,1,1,1,86401,65580,66300,1,1,1,86401,65580,66300,1,1,3,86401,65580,66300
932,0.948611705883034,0.696044413601665,0.660899653979239,1,1,1,81961,60180,57300,1,1,1,81961,60180,57300,1,1,3,81961,60180,57300
933,0.435909306605248,0.232477446217904,0.224913494809689,3,2,2,37663,20100,19500,3,2,2,37663,20100,19500,4,3,4,37663,20100,19500
934,0.994421360863879,0.692574600971548,0.681660899653979,1,1,1,85919,59880,59100,1,1,1,85919,59880,59100,1,1,1,85919,59880,59100
935,1,0.766134628730049,0.740484429065744,1,1,1,86401,66240,64200,1,1,1,86401,66240,64200,1,1,1,86401,66240,64200
936,1,0.807772380291464,0.785467128027682,1,1,1,86401,69840,68100,1,1,1,86401,69840,68100,1,1,3,86401,69840,68100
937,1,0.900069396252602,0.923875432525952,1,1,1,86401,77820,80100,1,1,1,86401,77820,80100,1,1,1,86401,77820,80100
938,1,0.925052047189452,0.892733564013841,1,1,1,86401,79980,77400,1,1,1,86401,79980,77400,1,1,1,86401,79980,77400
939,1,0.785565579458709,0.785467128027682,1,1,1,86401,67920,68100,1,1,1,86401,67920,68100,1,1,2,86401,67920,68100
940,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
941,1,0.84177654406662,0.799307958477509,1,1,1,86401,72780,69300,1,1,1,86401,72780,69300,1,1,1,86401,72780,69300
942,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
943,0.342368722584229,0.216516308119362,0.221453287197232,3,3,3,29581,18720,19200,3,3,3,29581,18720,19200,4,4,4,29581,18720,19200
944,1,0.986814712005552,0.986159169550173,1,1,1,86401,85320,85500,1,1,1,86401,85320,85500,1,1,1,86401,85320,85500
945,0.680431939445145,0.526717557251908,0.550173010380623,1,1,2,58790,45540,47700,1,1,1,58790,45540,47700,1,2,3,58790,45540,47700
946,1,0.865371269951423,0.854671280276817,1,1,1,86401,74820,74100,1,1,1,86401,74820,74100,1,1,2,86401,74820,74100
947,1,0.996530187369882,0.993079584775087,1,1,1,86401,86160,86100,1,1,1,86401,86160,86100,1,1,1,86401,86160,86100
948,1,0.957668285912561,0.961937716262976,1,1,1,86401,82800,83400,1,1,1,86401,82800,83400,1,1,1,86401,82800,83400
949,0.864202960613882,0.70853573907009,0.692041522491349,1,2,2,74668,61260,60000,1,1,2,74668,61260,60000,3,3,2,74668,61260,60000
950,1,0.895211658570437,0.910034602076125,1,1,1,86401,77400,78900,1,1,1,86401,77400,78900,1,1,1,86401,77400,78900
951,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
952,0.785592759343063,0.621790423317141,0.595155709342561,2,1,1,67876,53760,51600,2,1,1,67876,53760,51600,2,1,1,67876,53760,51600
953,0.526105021932617,0.351145038167939,0.352941176470588,1,1,1,45456,30360,30600,1,1,1,45456,30360,30600,2,4,5,45456,30360,30600
954,0.86443443941621,0.537820957668286,0.581314878892734,1,2,2,74688,46500,50400,1,1,1,74688,46500,50400,3,3,5,74688,46500,50400
955,1,0.913254684247051,0.910034602076125,1,1,1,86401,78960,78900,1,1,1,86401,78960,78900,1,1,1,86401,78960,78900
956,0.797224569160079,0.410825815405968,0.41522491349481,2,3,3,68881,35520,36000,1,1,1,68881,35520,36000,4,4,9,68881,35520,36000
957,1,0.877168632893824,0.882352941176471,1,1,1,86401,75840,76500,1,1,1,86401,75840,76500,1,1,1,86401,75840,76500
958,1,0.943789035392089,0.968858131487889,1,1,1,86401,81600,84000,1,1,1,86401,81600,84000,1,1,1,86401,81600,84000
959,1,0.968771686328938,0.968858131487889,1,1,1,86401,83760,84000,1,1,1,86401,83760,84000,1,1,1,86401,83760,84000
960,1,0.874392782789729,0.86159169550173,1,1,1,86401,75600,74700,1,1,1,86401,75600,74700,1,1,1,86401,75600,74700
961,1,0.99028452463567,0.996539792387543,1,1,1,86401,85620,86400,1,1,1,86401,85620,86400,1,1,1,86401,85620,86400
962,1,0.972241498959056,0.965397923875433,1,1,1,86401,84060,83700,1,1,1,86401,84060,83700,1,1,1,86401,84060,83700
963,0.924109674656543,0.541984732824427,0.529411764705882,1,1,1,79844,46860,45900,1,1,1,79844,46860,45900,2,2,4,79844,46860,45900
964,1,0.983344899375434,0.97923875432526,1,1,1,86401,85020,84900,1,1,1,86401,85020,84900,1,1,1,86401,85020,84900
965,0.960347681161098,0.655794587092297,0.615916955017301,1,1,1,82975,56700,53400,1,1,1,82975,56700,53400,1,1,2,82975,56700,53400
966,1,0.802914642609299,0.761245674740484,1,1,1,86401,69420,66000,1,1,1,86401,69420,66000,1,1,1,86401,69420,66000
967,0.734864179812734,0.546842470506593,0.529411764705882,1,1,1,63493,47280,45900,1,1,1,63493,47280,45900,1,1,2,63493,47280,45900
968,1,0.986120749479528,0.996539792387543,1,1,1,86401,85260,86400,1,1,1,86401,85260,86400,1,1,1,86401,85260,86400
969,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
970,0.553813034571359,0.340735600277585,0.342560553633218,1,2,2,47850,29460,29700,1,1,1,47850,29460,29700,4,3,3,47850,29460,29700
971,1,0.836918806384455,0.823529411764706,1,1,1,86401,72360,71400,1,1,1,86401,72360,71400,1,1,2,86401,72360,71400
972,0.819759030566776,0.680083275503123,0.681660899653979,1,1,1,70828,58800,59100,1,1,1,70828,58800,59100,1,1,1,70828,58800,59100
973,0.725454566498073,0.474670367800139,0.460207612456747,2,3,4,62680,41040,39900,2,2,2,62680,41040,39900,5,6,9,62680,41040,39900
974,1,0.997224149895906,1,1,1,1,86401,86220,86700,1,1,1,86401,86220,86700,1,1,1,86401,86220,86700
975,1,0.945176960444136,0.955017301038062,1,1,1,86401,81720,82800,1,1,1,86401,81720,82800,1,1,1,86401,81720,82800
976,0.951678800013889,0.663428174878557,0.671280276816609,1,1,2,82226,57360,58200,1,1,1,82226,57360,58200,1,1,2,82226,57360,58200
977,1,0.888965995836225,0.847750865051903,1,1,1,86401,76860,73500,1,1,1,86401,76860,73500,1,1,1,86401,76860,73500
978,1,0.981956974323387,0.98961937716263,1,1,1,86401,84900,85800,1,1,1,86401,84900,85800,1,1,1,86401,84900,85800
979,1,0.912560721721027,0.941176470588235,1,1,1,86401,78900,81600,1,1,1,86401,78900,81600,1,1,1,86401,78900,81600
980,1,1,1,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700,1,1,1,86401,86460,86700
981,0.91035983379822,0.799444829979181,0.782006920415225,1,1,1,78656,69120,67800,1,1,1,78656,69120,67800,1,1,1,78656,69120,67800
982,0.789574194743116,0.630811936155448,0.653979238754325,1,2,2,68220,54540,56700,1,1,1,68220,54540,56700,3,3,3,68220,54540,56700
983,0.970798949086237,0.651630811936155,0.643598615916955,1,1,1,83878,56340,55800,1,1,1,83878,56340,55800,1,1,3,83878,56340,55800
984,0.93768590641312,0.655794587092297,0.678200692041522,1,1,1,81017,56700,58800,1,1,1,81017,56700,58800,1,1,2,81017,56700,58800
985,0.884017546093216,0.532963219986121,0.546712802768166,2,2,2,76380,46080,47400,1,1,2,76380,46080,47400,2,3,5,76380,46080,47400
986,1,0.79528105482304,0.785467128027682,1,1,1,86401,68760,68100,1,1,1,86401,68760,68100,1,1,1,86401,68760,68100
987,0.84058054883624,0.707841776544067,0.685121107266436,2,3,3,72627,61200,59400,1,1,1,72627,61200,59400,3,4,4,72627,61200,59400
988,1,0.73560027758501,0.750865051903114,1,1,1,86401,63600,65100,1,1,1,86401,63600,65100,1,1,2,86401,63600,65100
989,1,0.994448299791811,0.996539792387543,1,1,1,86401,85980,86400,1,1,1,86401,85980,86400,1,1,1,86401,85980,86400
990,0.992581104385366,0.854961832061069,0.833910034602076,1,1,1,85760,73920,72300,1,1,1,85760,73920,72300,1,1,1,85760,73920,72300
991,1,0.993060374739764,0.98961937716263,1,1,1,86401,85860,85800,1,1,1,86401,85860,85800,1,1,1,86401,85860,85800
992,1,0.995836224843858,0.996539792387543,1,1,1,86401,86100,86400,1,1,1,86401,86100,86400,1,1,1,86401,86100,86400
993,0.78904179349776,0.509368494101319,0.536332179930796,3,3,3,68174,44040,46500,2,2,2,68174,44040,46500,4,4,4,68174,44040,46500
994,0.963403201351836,0.603747397640527,0.612456747404844,1,1,1,83239,52200,53100,1,1,1,83239,52200,53100,1,2,2,83239,52200,53100
995,1,0.886884108258154,0.906574394463668,1,1,1,86401,76680,78600,1,1,1,86401,76680,78600,1,1,1,86401,76680,78600
996,1,0.986814712005552,0.98961937716263,1,1,1,86401,85320,85800,1,1,1,86401,85320,85800,1,1,1,86401,85320,85800
997,1,0.973629424011103,0.958477508650519,1,1,1,86401,84180,83100,1,1,1,86401,84180,83100,1,1,1,86401,84180,83100
998,0.810094790569554,0.58292852185982,0.557093425605536,3,2,2,69993,50400,48300,1,2,2,69993,50400,48300,3,2,2,69993,50400,48300
999,0.933484566150855,0.618320610687023,0.643598615916955,1,1,1,80654,53460,55800,1,1,1,80654,53460,55800,1,1,2,80654,53460,55800
1000,1,0.89382373351839,0.889273356401384,1,1,1,86401,77280,77100,1,1,1,86401,77280,77100,1,1,2,86401,77280,77100
